ID,Sales
T1188341,58712.16050059901
T1188342,34337.0704433422
T1188343,58712.16050059901
T1188344,34337.0704433422
T1188345,34337.0704433422
T1188346,58712.16050059901
T1188347,58712.16050059901
T1188348,44696.69387259171
T1188349,49588.22833821396
T1188350,29300.124938304492
T1188351,49588.22833821396
T1188352,34337.0704433422
T1188353,34337.0704433422
T1188354,39228.60490896445
T1188355,39228.60490896445
T1188356,29962.348627052146
T1188357,44696.69387259171
T1188358,19532.63528409594
T1188359,34337.0704433422
T1188360,49588.22833821396
T1188361,24925.40312201444
T1188362,34853.8830926744
T1188363,39228.60490896445
T1188364,24925.40312201444
T1188365,34853.8830926744
T1188366,29962.348627052146
T1188367,34337.0704433422
T1188368,29300.124938304492
T1188369,34337.0704433422
T1188370,48352.53707134951
T1188371,34337.0704433422
T1188372,49588.22833821396
T1188373,29962.348627052146
T1188374,29962.348627052146
T1188375,58712.16050059901
T1188376,58712.16050059901
T1188377,29962.348627052146
T1188378,34337.0704433422
T1188379,24925.40312201444
T1188380,58712.16050059901
T1188381,29962.348627052146
T1188382,34337.0704433422
T1188383,29300.124938304492
T1188384,29962.348627052146
T1188385,39228.60490896445
T1188386,34337.0704433422
T1188387,58712.16050059901
T1188388,58712.16050059901
T1188389,29300.124938304492
T1188390,70814.53088935351
T1188391,34337.0704433422
T1188392,48352.53707134951
T1188393,58712.16050059901
T1188394,44696.69387259171
T1188395,34337.0704433422
T1188396,58712.16050059901
T1188397,34337.0704433422
T1188398,39228.60490896445
T1188399,34337.0704433422
T1188400,44696.69387259171
T1188401,34337.0704433422
T1188402,19532.63528409594
T1188403,58712.16050059901
T1188404,34337.0704433422
T1188405,34337.0704433422
T1188406,21889.337754474003
T1188407,58712.16050059901
T1188408,34337.0704433422
T1188409,42064.719015806644
T1188410,21889.337754474003
T1188411,58712.16050059901
T1188412,19532.63528409594
T1188413,34337.0704433422
T1188414,24925.40312201444
T1188415,34337.0704433422
T1188416,39228.60490896445
T1188417,49588.22833821396
T1188418,34337.0704433422
T1188419,48352.53707134951
T1188420,58712.16050059901
T1188421,19532.63528409594
T1188422,48352.53707134951
T1188423,58712.16050059901
T1188424,34337.0704433422
T1188425,34337.0704433422
T1188426,34337.0704433422
T1188427,58712.16050059901
T1188428,34337.0704433422
T1188429,58712.16050059901
T1188430,48352.53707134951
T1188431,34337.0704433422
T1188432,19532.63528409594
T1188433,58712.16050059901
T1188434,34337.0704433422
T1188435,29300.124938304492
T1188436,48352.53707134951
T1188437,58712.16050059901
T1188438,21889.337754474003
T1188439,48352.53707134951
T1188440,34337.0704433422
T1188441,29962.348627052146
T1188442,34337.0704433422
T1188443,34337.0704433422
T1188444,39228.60490896445
T1188445,34337.0704433422
T1188446,24569.580789133644
T1188447,58712.16050059901
T1188448,58712.16050059901
T1188449,34337.0704433422
T1188450,34337.0704433422
T1188451,49588.22833821396
T1188452,19532.63528409594
T1188453,48352.53707134951
T1188454,29962.348627052146
T1188455,58712.16050059901
T1188456,21889.337754474003
T1188457,24925.40312201444
T1188458,34337.0704433422
T1188459,58712.16050059901
T1188460,19532.63528409594
T1188461,44696.69387259171
T1188462,34337.0704433422
T1188463,19532.63528409594
T1188464,48352.53707134951
T1188465,34337.0704433422
T1188466,29962.348627052146
T1188467,24569.580789133644
T1188468,34337.0704433422
T1188469,34337.0704433422
T1188470,19532.63528409594
T1188471,34337.0704433422
T1188472,39228.60490896445
T1188473,39228.60490896445
T1188474,44696.69387259171
T1188475,19532.63528409594
T1188476,44696.69387259171
T1188477,34337.0704433422
T1188478,34337.0704433422
T1188479,19532.63528409594
T1188480,44696.69387259171
T1188481,49588.22833821396
T1188482,39228.60490896445
T1188483,49588.22833821396
T1188484,49588.22833821396
T1188485,24925.40312201444
T1188486,19532.63528409594
T1188487,34853.8830926744
T1188488,34337.0704433422
T1188489,34337.0704433422
T1188490,49588.22833821396
T1188491,34337.0704433422
T1188492,29962.348627052146
T1188493,29962.348627052146
T1188494,49588.22833821396
T1188495,26926.283259511707
T1188496,44696.69387259171
T1188497,24569.580789133644
T1188498,34337.0704433422
T1188499,34337.0704433422
T1188500,58712.16050059901
T1188501,29962.348627052146
T1188502,34337.0704433422
T1188503,29962.348627052146
T1188504,29962.348627052146
T1188505,29962.348627052146
T1188506,48352.53707134951
T1188507,34337.0704433422
T1188508,34337.0704433422
T1188509,26926.283259511707
T1188510,34337.0704433422
T1188511,29962.348627052146
T1188512,39228.60490896445
T1188513,29300.124938304492
T1188514,34337.0704433422
T1188515,58712.16050059901
T1188516,34337.0704433422
T1188517,48352.53707134951
T1188518,34337.0704433422
T1188519,48352.53707134951
T1188520,19532.63528409594
T1188521,49588.22833821396
T1188522,34337.0704433422
T1188523,24925.40312201444
T1188524,39228.60490896445
T1188525,58712.16050059901
T1188526,24925.40312201444
T1188527,34337.0704433422
T1188528,29300.124938304492
T1188529,48352.53707134951
T1188530,34337.0704433422
T1188531,49588.22833821396
T1188532,34337.0704433422
T1188533,34337.0704433422
T1188534,34337.0704433422
T1188535,58712.16050059901
T1188536,58712.16050059901
T1188537,58712.16050059901
T1188538,58712.16050059901
T1188539,44696.69387259171
T1188540,39228.60490896445
T1188541,34337.0704433422
T1188542,58712.16050059901
T1188543,34337.0704433422
T1188544,34337.0704433422
T1188545,34337.0704433422
T1188546,26926.283259511707
T1188547,34337.0704433422
T1188548,49588.22833821396
T1188549,24925.40312201444
T1188550,34337.0704433422
T1188551,34337.0704433422
T1188552,19532.63528409594
T1188553,34337.0704433422
T1188554,58712.16050059901
T1188555,34337.0704433422
T1188556,58712.16050059901
T1188557,19532.63528409594
T1188558,26926.283259511707
T1188559,34337.0704433422
T1188560,34337.0704433422
T1188561,39228.60490896445
T1188562,26926.283259511707
T1188563,34337.0704433422
T1188564,58712.16050059901
T1188565,39228.60490896445
T1188566,39228.60490896445
T1188567,48352.53707134951
T1188568,19532.63528409594
T1188569,34337.0704433422
T1188570,34337.0704433422
T1188571,26926.283259511707
T1188572,58712.16050059901
T1188573,29962.348627052146
T1188574,34337.0704433422
T1188575,34337.0704433422
T1188576,58712.16050059901
T1188577,34337.0704433422
T1188578,29962.348627052146
T1188579,34337.0704433422
T1188580,34337.0704433422
T1188581,29962.348627052146
T1188582,24925.40312201444
T1188583,29962.348627052146
T1188584,26926.283259511707
T1188585,70814.53088935351
T1188586,34337.0704433422
T1188587,48352.53707134951
T1188588,29962.348627052146
T1188589,24569.580789133644
