ID,Sales
T1188341,73440.34757142859
T1188342,38823.4822056277
T1188343,79830.75556064995
T1188344,38267.70416666667
T1188345,41791.67315800865
T1188346,79830.75556064995
T1188347,73440.34757142859
T1188348,48946.762
T1188349,65169.4545
T1188350,41033.7675
T1188351,59094.23924999999
T1188352,41791.67315800865
T1188353,37826.73288203463
T1188354,31849.917418831177
T1188355,50536.050571428575
T1188356,39658.19030952381
T1188357,48835.83626190477
T1188358,26025.838559523807
T1188359,38823.4822056277
T1188360,60104.67696428572
T1188361,44791.16471320346
T1188362,36164.888928571425
T1188363,50536.050571428575
T1188364,44791.16471320346
T1188365,36164.888928571425
T1188366,27794.543785714293
T1188367,41791.67315800865
T1188368,32202.401
T1188369,41791.67315800865
T1188370,60506.83438253904
T1188371,41791.67315800865
T1188372,59094.23924999999
T1188373,30031.925390859134
T1188374,39658.19030952381
T1188375,79830.75556064995
T1188376,79230.10658759964
T1188377,39658.19030952381
T1188378,41791.67315800865
T1188379,41214.02242857143
T1188380,79830.75556064995
T1188381,27794.543785714293
T1188382,41791.67315800865
T1188383,34088.1305
T1188384,27794.543785714293
T1188385,41923.70197652347
T1188386,37826.73288203463
T1188387,79830.75556064995
T1188388,57089.33253571428
T1188389,32202.401
T1188390,74110.27015054077
T1188391,37826.73288203463
T1188392,61164.420086829836
T1188393,79830.75556064995
T1188394,47896.641071428574
T1188395,37826.73288203463
T1188396,79830.75556064995
T1188397,37826.73288203463
T1188398,31849.917418831177
T1188399,41791.67315800865
T1188400,48835.83626190477
T1188401,38823.4822056277
T1188402,15415.216857142857
T1188403,79830.75556064995
T1188404,38823.4822056277
T1188405,41791.67315800865
T1188406,26956.445142857145
T1188407,73440.34757142859
T1188408,38267.70416666667
T1188409,39583.33516341992
T1188410,26468.60420238095
T1188411,73440.34757142859
T1188412,26025.838559523807
T1188413,37826.73288203463
T1188414,44791.16471320346
T1188415,41791.67315800865
T1188416,31849.917418831177
T1188417,59094.23924999999
T1188418,38267.70416666667
T1188419,60506.83438253904
T1188420,57089.33253571428
T1188421,15415.216857142857
T1188422,61164.420086829836
T1188423,57089.33253571428
T1188424,37826.73288203463
T1188425,41791.67315800865
T1188426,37826.73288203463
T1188427,57089.33253571428
T1188428,41791.67315800865
T1188429,79830.75556064995
T1188430,60506.83438253904
T1188431,37826.73288203463
T1188432,16134.032488095236
T1188433,73440.34757142859
T1188434,38267.70416666667
T1188435,36390.282999999996
T1188436,60506.83438253904
T1188437,57089.33253571428
T1188438,26468.60420238095
T1188439,56102.55444438895
T1188440,41791.67315800865
T1188441,27794.543785714293
T1188442,38823.4822056277
T1188443,37826.73288203463
T1188444,50536.050571428575
T1188445,38823.4822056277
T1188446,37531.19028571428
T1188447,79830.75556064995
T1188448,73440.34757142859
T1188449,41791.67315800865
T1188450,38267.70416666667
T1188451,60104.67696428572
T1188452,16134.032488095236
T1188453,60506.83438253904
T1188454,27794.543785714293
T1188455,79830.75556064995
T1188456,29278.690499999997
T1188457,42964.55596428571
T1188458,38823.4822056277
T1188459,79830.75556064995
T1188460,15415.216857142857
T1188461,47896.641071428574
T1188462,41791.67315800865
T1188463,18296.045
T1188464,60506.83438253904
T1188465,38823.4822056277
T1188466,39658.19030952381
T1188467,26328.460357142856
T1188468,38267.70416666667
T1188469,37826.73288203463
T1188470,16134.032488095236
T1188471,41791.67315800865
T1188472,41923.70197652347
T1188473,41923.70197652347
T1188474,48835.83626190477
T1188475,16134.032488095236
T1188476,48946.762
T1188477,38267.70416666667
T1188478,37826.73288203463
T1188479,16134.032488095236
T1188480,47896.641071428574
T1188481,65169.4545
T1188482,41923.70197652347
T1188483,59094.23924999999
T1188484,65169.4545
T1188485,44791.16471320346
T1188486,18296.045
T1188487,39545.6775
T1188488,37826.73288203463
T1188489,41791.67315800865
T1188490,65169.4545
T1188491,37826.73288203463
T1188492,30031.925390859134
T1188493,27794.543785714293
T1188494,59094.23924999999
T1188495,22362.679249999997
T1188496,48835.83626190477
T1188497,26328.460357142856
T1188498,41791.67315800865
T1188499,41791.67315800865
T1188500,79230.10658759964
T1188501,39658.19030952381
T1188502,41791.67315800865
T1188503,24285.364318181815
T1188504,30031.925390859134
T1188505,27794.543785714293
T1188506,60506.83438253904
T1188507,38267.70416666667
T1188508,41791.67315800865
T1188509,28633.3025
T1188510,41791.67315800865
T1188511,27794.543785714293
T1188512,50536.050571428575
T1188513,36390.282999999996
T1188514,38267.70416666667
T1188515,57089.33253571428
T1188516,41791.67315800865
T1188517,61164.420086829836
T1188518,38267.70416666667
T1188519,60506.83438253904
T1188520,15415.216857142857
T1188521,60104.67696428572
T1188522,37826.73288203463
T1188523,44791.16471320346
T1188524,56413.527571428574
T1188525,79830.75556064995
T1188526,44791.16471320346
T1188527,37826.73288203463
T1188528,41033.7675
T1188529,60506.83438253904
T1188530,37826.73288203463
T1188531,59356.979821428584
T1188532,38267.70416666667
T1188533,41791.67315800865
T1188534,41791.67315800865
T1188535,73440.34757142859
T1188536,79830.75556064995
T1188537,57089.33253571428
T1188538,57089.33253571428
T1188539,48835.83626190477
T1188540,50536.050571428575
T1188541,37826.73288203463
T1188542,79830.75556064995
T1188543,37826.73288203463
T1188544,38267.70416666667
T1188545,41791.67315800865
T1188546,27498.65776406927
T1188547,38267.70416666667
T1188548,59094.23924999999
T1188549,44791.16471320346
T1188550,38823.4822056277
T1188551,38267.70416666667
T1188552,16134.032488095236
T1188553,37826.73288203463
T1188554,79830.75556064995
T1188555,38267.70416666667
T1188556,73440.34757142859
T1188557,26025.838559523807
T1188558,27498.65776406927
T1188559,38823.4822056277
T1188560,37826.73288203463
T1188561,50536.050571428575
T1188562,22362.679249999997
T1188563,38267.70416666667
T1188564,57089.33253571428
T1188565,50536.050571428575
T1188566,31849.917418831177
